Up/Down,Upgrade,Same,Downgrade,Defaulted,Non-Rated,Totals
12/31/2017,1,369,1,2,13,386
03/31/2018,1,370,3,1,9,384
06/30/2018,1,381,6,2,6,396
09/30/2018,2,394,2,0,10,408
12/31/2018,5,403,5,0,7,420
03/31/2019,0,414,5,1,11,431
06/30/2019,4,421,3,1,4,433
09/30/2019,2,418,8,0,8,436
12/31/2019,2,420,5,5,13,445
03/31/2020,1,410,16,1,16,444
06/30/2020,1,414,13,6,5,439
09/30/2020,0,424,3,0,7,434
12/31/2020,2,423,9,4,3,441
03/31/2021,4,445,0,0,11,460
06/30/2021,10,443,3,2,9,467
09/30/2021,11,455,2,0,12,480
